,Cutoff Frequency,Prominance,R_Square,Normal_rate,Normal,Falsepos,Missing
0,0.1,1,0.9972075706772963,0.4666666666666667,35,36,4
1,0.1,2,0.9972075706772963,0.49295774647887325,35,32,4
2,0.1,3,0.9972075706772963,0.5223880597014925,35,28,4
3,0.1,4,0.9972075706772963,0.546875,35,25,4
4,0.1,5,0.9972075706772963,0.5833333333333334,35,21,4
5,0.1,6,0.9972075706772963,0.603448275862069,35,19,4
6,0.1,7,0.9972075706772963,0.660377358490566,35,14,4
7,0.1,8,0.9972075706772963,0.7,35,11,4
8,0.1,9,0.9972075706772963,0.7291666666666666,35,9,4
9,0.1,10,0.9971747667780211,0.7391304347826086,34,7,5
10,0.1,11,0.9971747667780211,0.7555555555555555,34,6,5
11,0.1,12,0.9971747667780211,0.7555555555555555,34,6,5
12,0.1,13,0.9971747667780211,0.7555555555555555,34,6,5
13,0.1,14,0.9971747667780211,0.7555555555555555,34,6,5
14,0.1,15,0.9971747667780211,0.7555555555555555,34,6,5
15,0.1,16,0.9971747667780211,0.7555555555555555,34,6,5
16,0.1,17,0.9971747667780211,0.7555555555555555,34,6,5
17,0.1,18,0.9971747667780211,0.7555555555555555,34,6,5
18,0.1,19,0.9971747667780211,0.7555555555555555,34,6,5
19,0.1,20,0.9971747667780211,0.7727272727272727,34,5,5
20,0.1,21,0.9971747667780211,0.7727272727272727,34,5,5
21,0.1,22,0.9173312979101585,0.7906976744186046,34,4,5
22,0.1,23,0.9173312979101585,0.8095238095238095,34,3,5
23,0.1,24,0.9173312979101585,0.8095238095238095,34,3,5
24,0.1,25,0.9173312979101585,0.8095238095238095,34,3,5
25,0.1,26,0.903859304998831,0.7619047619047619,32,3,7
26,0.1,27,0.903859304998831,0.7804878048780488,32,2,7
27,0.1,28,0.903859304998831,0.7804878048780488,32,2,7
28,0.1,29,0.903859304998831,0.7804878048780488,32,2,7
29,0.1,30,0.903859304998831,0.7804878048780488,32,2,7
30,0.1,31,0.903859304998831,0.7804878048780488,32,2,7
31,0.1,32,0.9001322002758846,0.7317073170731707,30,2,9
32,0.1,33,0.8873203162792032,0.7073170731707317,29,2,10
33,0.1,34,0.8867044903755418,0.6829268292682927,28,2,11
34,0.1,35,0.8867044903755418,0.6829268292682927,28,2,11
35,0.1,36,0.8867044903755418,0.6829268292682927,28,2,11
36,0.1,37,0.8803849000476199,0.6585365853658537,27,2,12
37,0.1,38,0.8803849000476199,0.675,27,1,12
38,0.1,39,0.8803849000476199,0.675,27,1,12
39,0.1,40,0.8803849000476199,0.675,27,1,12
40,0.1,41,0.859272648270434,0.65,26,1,13
41,0.1,42,0.8594930776460364,0.625,25,1,14
42,0.1,43,0.8594930776460364,0.6410256410256411,25,0,14
43,0.1,44,0.8594930776460364,0.6410256410256411,25,0,14
44,0.1,45,0.854161991318245,0.5641025641025641,22,0,17
45,0.1,46,0.854161991318245,0.5641025641025641,22,0,17
46,0.1,47,0.837008893103581,0.5128205128205128,20,0,19
47,0.1,48,0.82354585994714,0.48717948717948717,19,0,20
48,0.1,49,0.8124535403605846,0.4358974358974359,17,0,22
49,0.1,50,0.8124535403605846,0.4358974358974359,17,0,22
50,0.2,1,0.9988134345333617,0.44871794871794873,35,39,4
51,0.2,2,0.9988134345333617,0.4605263157894737,35,37,4
52,0.2,3,0.9988134345333617,0.47297297297297297,35,35,4
53,0.2,4,0.9988134345333617,0.5,35,31,4
54,0.2,5,0.9988134345333617,0.5223880597014925,35,28,4
55,0.2,6,0.9988134345333617,0.5833333333333334,35,21,4
56,0.2,7,0.9988134345333617,0.625,35,17,4
57,0.2,8,0.9988134345333617,0.660377358490566,35,14,4
58,0.2,9,0.9988134345333617,0.6862745098039216,35,12,4
59,0.2,10,0.9988134345333617,0.7142857142857143,35,10,4
60,0.2,11,0.9988134345333617,0.7291666666666666,35,9,4
61,0.2,12,0.9988134345333617,0.7446808510638298,35,8,4
62,0.2,13,0.9988134345333617,0.7446808510638298,35,8,4
63,0.2,14,0.9988134345333617,0.7446808510638298,35,8,4
64,0.2,15,0.9988134345333617,0.7608695652173914,35,7,4
65,0.2,16,0.9988134345333617,0.7608695652173914,35,7,4
66,0.2,17,0.9988134345333617,0.7608695652173914,35,7,4
67,0.2,18,0.9988134345333617,0.7608695652173914,35,7,4
68,0.2,19,0.9988134345333617,0.7608695652173914,35,7,4
69,0.2,20,0.9988134345333617,0.7777777777777778,35,6,4
70,0.2,21,0.9988134345333617,0.7777777777777778,35,6,4
71,0.2,22,0.9988134345333617,0.7777777777777778,35,6,4
72,0.2,23,0.9988134345333617,0.7954545454545454,35,5,4
73,0.2,24,0.9987743847827522,0.7727272727272727,34,5,5
74,0.2,25,0.9987743847827522,0.7727272727272727,34,5,5
75,0.2,26,0.9987743847827522,0.7727272727272727,34,5,5
76,0.2,27,0.9987743847827522,0.7906976744186046,34,4,5
77,0.2,28,0.9987743847827522,0.7906976744186046,34,4,5
78,0.2,29,0.9987743847827522,0.8095238095238095,34,3,5
79,0.2,30,0.9987743847827522,0.8095238095238095,34,3,5
80,0.2,31,0.9987743847827522,0.8095238095238095,34,3,5
81,0.2,32,0.8723401264578893,0.8292682926829268,34,2,5
82,0.2,33,0.8723401264578893,0.8292682926829268,34,2,5
83,0.2,34,0.8723401264578893,0.8292682926829268,34,2,5
84,0.2,35,0.8723401264578893,0.8292682926829268,34,2,5
85,0.2,36,0.8723401264578893,0.8292682926829268,34,2,5
86,0.2,37,0.8723401264578893,0.8292682926829268,34,2,5
87,0.2,38,0.8693942268469785,0.8048780487804879,33,2,6
88,0.2,39,0.8693942268469785,0.8048780487804879,33,2,6
89,0.2,40,0.8693942268469785,0.8048780487804879,33,2,6
90,0.2,41,0.8693942268469785,0.8048780487804879,33,2,6
91,0.2,42,0.8693942268469785,0.825,33,1,6
92,0.2,43,0.8693942268469785,0.825,33,1,6
93,0.2,44,0.8693942268469785,0.825,33,1,6
94,0.2,45,0.8693942268469785,0.825,33,1,6
95,0.2,46,0.8574211303537059,0.8,32,1,7
96,0.2,47,0.8414300868298193,0.75,30,1,9
97,0.2,48,0.8414300868298193,0.75,30,1,9
98,0.2,49,0.8394712997035635,0.725,29,1,10
99,0.2,50,0.8394712997035635,0.725,29,1,10
100,0.3,1,0.9989592975212475,0.4375,35,41,4
101,0.3,2,0.9989592975212475,0.4605263157894737,35,37,4
102,0.3,3,0.9989592975212475,0.4666666666666667,35,36,4
103,0.3,4,0.9989592975212475,0.4794520547945205,35,34,4
104,0.3,5,0.9989592975212475,0.4861111111111111,35,33,4
105,0.3,6,0.9989592975212475,0.546875,35,25,4
106,0.3,7,0.9989592975212475,0.546875,35,25,4
107,0.3,8,0.9989592975212475,0.5737704918032787,35,22,4
108,0.3,9,0.9989592975212475,0.5932203389830508,35,20,4
109,0.3,10,0.9989592975212475,0.660377358490566,35,14,4
110,0.3,11,0.9989592975212475,0.6862745098039216,35,12,4
