,Cutoff Frequency,Prominance,R_Square,Normal_rate,Normal,Falsepos,Missing
0,0.1,1,0.9758199414855225,0.5095541401273885,80,72,5
1,0.1,2,0.9758199414855225,0.5369127516778524,80,64,5
2,0.1,3,0.9915614592535876,0.5531914893617021,78,56,7
3,0.1,4,0.9915614592535876,0.5652173913043478,78,53,7
4,0.1,5,0.9915614592535876,0.5954198473282443,78,46,7
5,0.1,6,0.998816917172849,0.6209677419354839,77,39,8
6,0.1,7,0.998816917172849,0.6637931034482759,77,31,8
7,0.1,8,0.998816917172849,0.6814159292035398,77,28,8
8,0.1,9,0.998816917172849,0.7,77,25,8
9,0.1,10,0.998816917172849,0.7403846153846154,77,19,8
10,0.1,11,0.998816917172849,0.7623762376237624,77,16,8
11,0.1,12,0.998778774424642,0.7755102040816326,76,13,9
12,0.1,13,0.998778774424642,0.7916666666666666,76,11,9
13,0.1,14,0.998778774424642,0.8,76,10,9
14,0.1,15,0.998778774424642,0.8085106382978723,76,9,9
15,0.1,16,0.998778774424642,0.8085106382978723,76,9,9
16,0.1,17,0.9987332717566204,0.8064516129032258,75,8,10
17,0.1,18,0.9987332717566204,0.8152173913043478,75,7,10
18,0.1,19,0.9987856806632482,0.8222222222222222,74,5,11
19,0.1,20,0.9987856806632482,0.8222222222222222,74,5,11
20,0.1,21,0.9987856806632482,0.8222222222222222,74,5,11
21,0.1,22,0.9616821864548099,0.8295454545454546,73,3,12
22,0.1,23,0.960749608254286,0.8181818181818182,72,3,13
23,0.1,24,0.9586108462272728,0.8068181818181818,71,3,14
24,0.1,25,0.9586108462272728,0.8068181818181818,71,3,14
25,0.1,26,0.9586108462272728,0.8068181818181818,71,3,14
26,0.1,27,0.9586108462272728,0.8068181818181818,71,3,14
27,0.1,28,0.9586108462272728,0.8068181818181818,71,3,14
28,0.1,29,0.9987882162308428,0.7954545454545454,70,3,15
29,0.1,30,0.9987882162308428,0.7954545454545454,70,3,15
30,0.1,31,0.9989040624855064,0.7727272727272727,68,3,17
31,0.1,32,0.9989040624855064,0.7727272727272727,68,3,17
32,0.1,33,0.9988894695815793,0.7613636363636364,67,3,18
33,0.1,34,0.9989299602830399,0.7386363636363636,65,3,20
34,0.1,35,0.9989213003398155,0.7272727272727273,64,3,21
35,0.1,36,0.9989166195695784,0.7045454545454546,62,3,23
36,0.1,37,0.9989137035620227,0.6896551724137931,60,2,25
37,0.1,38,0.9989068348280026,0.6551724137931034,57,2,28
38,0.1,39,0.9987935879236379,0.6436781609195402,56,2,29
39,0.1,40,0.9987935879236379,0.6436781609195402,56,2,29
40,0.1,41,0.9987935879236379,0.6436781609195402,56,2,29
41,0.1,42,0.9986694581423818,0.6091954022988506,53,2,32
42,0.1,43,0.9986436113452449,0.5632183908045977,49,2,36
43,0.1,44,0.9986637721802123,0.5402298850574713,47,2,38
44,0.1,45,0.9986637721802123,0.5402298850574713,47,2,38
45,0.1,46,0.9985557062579847,0.4942528735632184,43,2,42
46,0.1,47,0.9985364778354651,0.4827586206896552,42,2,43
47,0.1,48,0.9985362462894097,0.45977011494252873,40,2,45
48,0.1,49,0.9990442035509318,0.40229885057471265,35,2,50
49,0.1,50,0.9990392497506745,0.3793103448275862,33,2,52
