,Cutoff Frequency,Prominance,R_Square,Normal_rate,Normal,Falsepos,Missing
177,0.4,28,0.9976342378340748,0.78,39,8,3
178,0.4,29,0.9976342378340748,0.78,39,8,3
179,0.4,30,0.9976342378340748,0.78,39,8,3
180,0.4,31,0.9976342378340748,0.7959183673469388,39,7,3
181,0.4,32,0.9976342378340748,0.7959183673469388,39,7,3
182,0.4,33,0.9976342378340748,0.7959183673469388,39,7,3
183,0.4,34,0.9976342378340748,0.8125,39,6,3
184,0.4,35,0.9976342378340748,0.8125,39,6,3
185,0.4,36,0.997581847576127,0.7708333333333334,37,6,5
186,0.4,37,0.997581847576127,0.7872340425531915,37,5,5
187,0.4,38,0.997581847576127,0.7872340425531915,37,5,5
188,0.4,39,0.997581847576127,0.7872340425531915,37,5,5
189,0.4,40,0.997581847576127,0.7872340425531915,37,5,5
190,0.4,41,0.997581847576127,0.7872340425531915,37,5,5
191,0.4,42,0.997581847576127,0.7872340425531915,37,5,5
192,0.4,43,0.997581847576127,0.7872340425531915,37,5,5
193,0.4,44,0.997581847576127,0.7872340425531915,37,5,5
194,0.4,45,0.9975014885060246,0.7659574468085106,36,5,6
195,0.4,46,0.9973743812424916,0.7446808510638298,35,5,7
196,0.4,47,0.9973155867706122,0.723404255319149,34,5,8
197,0.4,48,0.9973155867706122,0.723404255319149,34,5,8
198,0.4,49,0.9973155867706122,0.723404255319149,34,5,8
199,0.4,50,0.9973155867706122,0.723404255319149,34,5,8
200,0.5,1,0.9977335845521237,0.2597402597402597,40,112,2
201,0.5,2,0.9977335845521237,0.2898550724637681,40,96,2
202,0.5,3,0.9977335845521237,0.3252032520325203,40,81,2
203,0.5,4,0.9977335845521237,0.36363636363636365,40,68,2
204,0.5,5,0.9977335845521237,0.40404040404040403,40,57,2
205,0.5,6,0.9977335845521237,0.43956043956043955,40,49,2
206,0.5,7,0.9977335845521237,0.47619047619047616,40,42,2
207,0.5,8,0.9977335845521237,0.5194805194805194,40,35,2
208,0.5,9,0.9977335845521237,0.547945205479452,40,31,2
209,0.5,10,0.9977335845521237,0.5555555555555556,40,30,2
210,0.5,11,0.9977335845521237,0.5714285714285714,40,28,2
211,0.5,12,0.9977335845521237,0.6060606060606061,40,24,2
212,0.5,13,0.9977335845521237,0.6557377049180327,40,19,2
213,0.5,14,0.9977335845521237,0.6666666666666666,40,18,2
214,0.5,15,0.9977335845521237,0.7017543859649122,40,15,2
215,0.5,16,0.9977335845521237,0.7272727272727273,40,13,2
216,0.5,17,0.9977335845521237,0.7272727272727273,40,13,2
217,0.5,18,0.9977335845521237,0.7272727272727273,40,13,2
218,0.5,19,0.9977335845521237,0.7272727272727273,40,13,2
219,0.5,20,0.9977335845521237,0.7272727272727273,40,13,2
220,0.5,21,0.9977335845521237,0.7407407407407407,40,12,2
221,0.5,22,0.9977335845521237,0.7547169811320755,40,11,2
222,0.5,23,0.9977335845521237,0.7692307692307693,40,10,2
