LABEL,ID,TRACK_ID,QUALITY,POSITION_X,POSITION_Y,POSITION_Z,POSITION_T,FRAME,RADIUS,VISIBILITY,MANUAL_SPOT_COLOR,MEAN_INTENSITY_CH1,MEDIAN_INTENSITY_CH1,MIN_INTENSITY_CH1,MAX_INTENSITY_CH1,TOTAL_INTENSITY_CH1,STD_INTENSITY_CH1,CONTRAST_CH1,SNR_CH1
Label,Spot ID,Track ID,Quality,X,Y,Z,T,Frame,Radius,Visibility,Manual spot color,Mean intensity ch1,Median intensity ch1,Min intensity ch1,Max intensity ch1,Sum intensity ch1,Std intensity ch1,Contrast ch1,Signal/Noise ratio ch1
Label,Spot ID,Track ID,Quality,X,Y,Z,T,Frame,R,Visibility,Spot color,Mean ch1,Median ch1,Min ch1,Max ch1,Sum ch1,Std ch1,Ctrst ch1,SNR ch1
,,,(quality),(micron),(micron),(micron),(sec),,(micron),,,(counts),(counts),(counts),(counts),(counts),(counts),,
ID19727,19727,13,33.39289474487305,209.49844210152966,410.79823594283755,0.0,76612.2194706,114,7.5,1,,20816.822850548182,20503.0,17561.0,25364.0,3.6075554E7,2107.8854887330813,0.08510637406450906,1.5491276346902558
ID18705,18705,13,21.804954528808594,217.67446650444055,415.51565359443265,0.0,50402.775967500005,75,7.5,1,,20559.139065204847,20604.0,18891.0,21929.0,3.5628988E7,525.5413416481545,0.06574293449635545,4.826414950709093
ID18963,18963,13,21.275970458984375,216.19324558938072,413.16949673607365,0.0,57123.1460965,85,7.5,1,,20420.34218118869,20455.0,18709.0,21884.0,3.5388453E7,540.0466685454311,0.06292668687592302,4.477063715034205
ID18198,18198,13,21.748199462890625,231.93209011484444,418.8066410407875,0.0,32929.8136321,49,7.5,1,,20653.00115406809,20742.0,18498.0,22161.0,3.5791651E7,589.7832801552023,0.06454959115715063,4.246667972719756
ID18455,18455,13,22.589679718017578,229.92283797989137,417.5624973193886,0.0,34273.8876579,51,7.5,1,,20715.52221581073,20784.0,18694.0,22459.0,3.59E7,683.4722027705176,0.06640594404411028,3.774760686351949
ID19482,19482,13,24.534242630004883,219.74082306698077,403.76694742833706,0.0,67203.70129,100,7.5,1,,20813.541834968262,20838.0,18614.0,22472.0,3.6069868E7,634.0238228784957,0.0743265584659987,4.542324133883612
ID17949,17949,13,22.946794509887695,241.13052300589732,426.8526110337839,0.0,20161.110387,30,7.5,1,,20812.169648009232,20903.0,18673.0,22509.0,3.606749E7,718.6155554039483,0.06735028062581758,3.6549646436161747
ID19229,19229,13,22.04256820678711,216.13496944362893,408.3697368075785,0.0,63843.5162255,95,7.5,1,,20565.703404500866,20581.0,18918.0,21830.0,3.5640364E7,537.981310121797,0.06693810840035082,4.796678203814299
ID17698,17698,13,21.306943893432617,237.8752011634081,421.57317158607424,0.0,14784.8142838,22,7.5,1,,20692.74091171379,20764.0,18668.0,22214.0,3.586052E7,647.7487211089233,0.061514679799848294,3.702492733450763
ID17443,17443,13,22.715293884277344,232.7921354706117,415.5768803316337,0.0,8064.4441548,12,7.5,1,,20922.934795152913,21011.0,18527.0,23138.0,3.6259446E7,859.1218291601064,0.06235376573485334,2.8588499962452185
